,Date,1 Topping,1 Topping Staff,1 Toppings St,3 Topping,3 Topping Staff,5 LUSH COUPON ON $40,Apricot,Apricot ST,Apricot Staff,Asia Research Free Scoop,Banana Caramel  /,Banana Caramel St,Banana Staff,Building Promotion,Chai Tea,Chai Tea Staff,Chai Tea st,Cherry Alm Staff,Cherry Almond,Cherry Almond Fudge st,Chocoate Cookies,Chocolate,Chocolate St,Chocolate Staff,Coffee,Coffee  St,Coffee Staff,Cus IC Sand Staff,Cus. IC Sand St,Double Scoop,Double Scoop ST,Double Scoop Staff,Finger B 100,Free Scoop Grassroot,Gift Voucher Reg,Gift Voucher ST,Gift coupon 3 cone,Ginger,Ginger St,Ginger Staff,Granola,Green Tea,Green Tea St,Green Tea Staff,Hazelnut,Hazelnut St,Hezelnut Staff,Ice Cream SAND,Ice Cream Sand Staff,IceCream Sand St,LUSH FOOT POWDER,Lime Coconut,Lime Coconut ST,Lime Coconut Staff,Lush Shampoo Bar $60,Mango,Mango St,Mango Staff,Mint Choco,Mint Choco  St,Mint Choco Staff,Miscellenous,Pina Colada,Pina Colada St,Pina Colada Staff,Pistachio St,Pistachio Staff,Purchase  Gift Voucher st,Pure Coco .,Pure Coco . St,Pure Coconut Staff,Red Bean,Red Bean St,Red Bean Staff,Registration day $20,S. Caramel,S. Caramel St,S. Caramel Staff,Single Scoop,Single Scoop ST,Single Scoop Staff,Staff Off -$2,Stamp Card REDEEM ST,Strawberry,Strawberry St,Strawberry Staff,Tax,Triple Scoop,Triple Scoop ST,Triple Scoop Staff,Tub Ice Cream,Tub Ice Cream ST,Tub Staff,Up 3 Toppings  ST,Vanilla Bean,Vanilla Bean St,Vanilla Bean Staff,Waffle Cone,Waffle Cone St,Waffle Cone Staff,YY Seasame,YY Seasame St,YY Seasame Staff,ZALORA $30 Spent Coupon,ZALORA Ecoupon Buy 1 Get 1 Scoop
0,Sat 1st Apr 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,40.0,0.0,104.0,0.0,0.0,0.0,0.0,40.0,156.0,30.0,0.0,26.0,0.0,0.0,0.0,0.0,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,260.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,30.0,80.0,208.0,30.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,0.0,52.0,60.0,0.0,0.0,0.0,0.0,40.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,16.0,155.0,12.0,0.0,0.0,0.0,0.0,0.0
1,Sun 2nd Apr 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Mon 3rd Apr 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,130.0,60.0,0.0,52.0,0.0,0.0,0.0,-20.0,-260.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,286.0,60.0,0.0,34.0,30.0,0.0,0.0,0.0,0.0,0.0,40.0,234.0,60.0,0.0,338.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,338.0,30.0,0.0,0.0,0.0,0.0,40.0,806.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,155.0,6.0,0.0,26.0,30.0,0.0,0.0
3,Tue 4th Apr 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Wed 5th Apr 2017,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,120.0,390.0,60.0,0.0,0.0,0.0,0.0,0.0,-60.0,-156.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,104.0,0.0,0.0,34.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,90.0,80.0,416.0,120.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,572.0,60.0,0.0,0.0,0.0,0.0,80.0,650.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,-52.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,8.0,195.0,24.0,0.0,26.0,0.0,0.0,0.0
5,Thu 6th Apr 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,30.0,0.0,0.0,30.0,364.0,0.0,0.0,0.0,10.0,0.0,234.0,30.0,0.0,26.0,0.0,0.0,0.0,0.0,-247.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,60.0,0.0,104.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,30.0,0.0,26.0,0.0,0.0,0.0,520.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,90.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,145.0,30.0,0.0,26.0,0.0,0.0,0.0
6,Fri 7th Apr 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,30.0,0.0,0.0,90.0,208.0,0.0,0.0,0.0,10.0,0.0,182.0,30.0,0.0,52.0,0.0,0.0,0.0,0.0,-117.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,26.0,0.0,0.0,68.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,40.0,312.0,30.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,390.0,30.0,0.0,26.0,30.0,0.0,0.0,494.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,120.0,0.0,0.0,-26.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,24.0,0.0,0.0,0.0,0.0,0.0
7,Sat 8th Apr 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,30.0,0.0,0.0,0.0,182.0,0.0,0.0,52.0,0.0,80.0,182.0,90.0,0.0,0.0,0.0,0.0,0.0,-20.0,-130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,26.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,0.0,208.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,234.0,30.0,0.0,26.0,0.0,0.0,0.0,208.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,125.0,6.0,0.0,0.0,0.0,0.0,0.0
8,Sun 9th Apr 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Mon 10th Apr 2017,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,26.0,20.0,0.0,286.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,156.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,105.0,18.0,0.0,0.0,0.0,0.0,0.0
10,Tue 11th Apr 2017,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,30.0,312.0,0.0,40.0,26.0,0.0,40.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-221.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,26.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,234.0,30.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,104.0,90.0,0.0,0.0,0.0,0.0,0.0,390.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,75.0,18.0,0.0,0.0,0.0,0.0,0.0
11,Wed 12th Apr 2017,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.5,30.0,0.0,0.0,27.5,362.5,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-182.0,0.0,0.0,0.0,0.0,0.0,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,156.0,0.0,0.0,26.0,0.0,0.0,0.0,777.48387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,30.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,130.51613,11.5,0.0,0.0,0.0,0.0,0.0
12,Thu 13th Apr 2017,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,60.0,0.0,0.0,60.0,234.0,0.0,0.0,52.0,10.0,0.0,338.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,-260.0,-30.0,0.0,0.0,0.0,0.0,-108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,90.0,0.0,598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,30.0,0.0,0.0,0.0,0.0,0.0,494.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,30.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,36.0,0.0,52.0,30.0,0.0,0.0
13,Fri 14th Apr 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Sat 15th Apr 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.66667,234.0,30.0,0.0,234.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,30.0,0.0,0.0,0.0,0.0,0.0,78.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.33333,60.0,6.0,0.0,26.0,0.0,0.0,0.0
15,Sun 16th Apr 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Mon 17th Apr 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.0,-15.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,40.0,156.0,30.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,120.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0
17,Tue 18th Apr 2017,0.0,4.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,90.0,0.0,0.0,30.0,390.0,0.0,0.0,26.0,0.0,0.0,208.0,60.0,0.0,26.0,0.0,0.0,0.0,0.0,-143.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,78.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,52.0,0.0,0.0,0.0,104.0,30.0,0.0,0.0,0.0,40.0,182.0,0.0,0.0,26.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,90.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,14.0,0.0,52.0,0.0,8.0,100.0,12.0,0.0,0.0,0.0,0.0,0.0
18,Wed 19th Apr 2017,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,80.0,30.0,156.0,30.0,0.0,52.0,30.0,0.0,234.0,30.0,0.0,78.0,0.0,0.0,0.0,-40.0,-130.0,-15.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,34.0,180.0,0.0,0.0,0.0,0.0,0.0,40.0,338.0,30.0,40.0,26.0,0.0,2.0,0.0,130.0,0.0,0.0,0.0,0.0,40.0,390.0,60.0,0.0,0.0,0.0,0.0,0.0,130.0,30.0,0.0,0.0,0.0,0.0,0.0,40.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,26.0,0.0,24.0,135.0,0.0,0.0,26.0,0.0,0.0,0.0
19,Thu 20th Apr 2017,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,30.0,260.0,0.0,0.0,0.0,0.0,40.0,364.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,60.0,0.0,156.0,0.0,2.0,0.0,104.0,60.0,0.0,0.0,0.0,0.0,364.0,30.0,0.0,26.0,0.0,0.0,0.0,130.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,52.0,0.0,0.0,180.0,24.0,0.0,26.0,0.0,0.0,0.0
20,Fri 21st Apr 2017,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,40.0,60.0,286.0,0.0,80.0,0.0,20.0,0.0,156.0,120.0,40.0,26.0,0.0,0.0,0.0,0.0,-78.0,-60.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,80.0,208.0,30.0,0.0,156.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,150.0,0.0,0.0,30.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,182.0,120.0,40.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,135.0,18.0,0.0,26.0,0.0,0.0,0.0
21,Sat 22nd Apr 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.33333,0.0,0.0,0.0,0.0,50.33333,0.0,0.0,24.33333,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,154.33333,0.0,45.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,153.14286,30.0,0.0,99.71429,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,128.33333,30.0,0.0,0.0,0.0,0.0,0.0,99.47619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,30.0,12.0,0.0,26.0,0.0,0.0,0.0
22,Sun 23rd Apr 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
