,Date,1 Topping,1 Topping Staff,1 Toppings St,3 Topping,3 Topping Staff,5 LUSH COUPON ON $40,Apricot,Apricot ST,Apricot Staff,Asia Research Free Scoop,Banana Caramel  /,Banana Caramel St,Banana Staff,Building Promotion,Chai Tea,Chai Tea Staff,Chai Tea st,Cherry Alm Staff,Cherry Almond,Cherry Almond Fudge st,Chocoate Cookies,Chocolate,Chocolate St,Chocolate Staff,Coffee,Coffee  St,Coffee Staff,Cus IC Sand Staff,Cus. IC Sand St,Double Scoop,Double Scoop ST,Double Scoop Staff,Finger B 100,Free Scoop Grassroot,Gift Voucher Reg,Gift Voucher ST,Gift coupon 3 cone,Ginger,Ginger St,Ginger Staff,Granola,Green Tea,Green Tea St,Green Tea Staff,Hazelnut,Hazelnut St,Hezelnut Staff,Ice Cream SAND,Ice Cream Sand Staff,IceCream Sand St,LUSH FOOT POWDER,Lime Coconut,Lime Coconut ST,Lime Coconut Staff,Lush Shampoo Bar $60,Mango,Mango St,Mango Staff,Mint Choco,Mint Choco  St,Mint Choco Staff,Miscellenous,Pina Colada,Pina Colada St,Pina Colada Staff,Pistachio St,Pistachio Staff,Purchase  Gift Voucher st,Pure Coco .,Pure Coco . St,Pure Coconut Staff,Red Bean,Red Bean St,Red Bean Staff,Registration day $20,S. Caramel,S. Caramel St,S. Caramel Staff,Single Scoop,Single Scoop ST,Single Scoop Staff,Staff Off -$2,Stamp Card REDEEM ST,Strawberry,Strawberry St,Strawberry Staff,Tax,Triple Scoop,Triple Scoop ST,Triple Scoop Staff,Tub Ice Cream,Tub Ice Cream ST,Tub Staff,Up 3 Toppings  ST,Vanilla Bean,Vanilla Bean St,Vanilla Bean Staff,Waffle Cone,Waffle Cone St,Waffle Cone Staff,YY Seasame,YY Seasame St,YY Seasame Staff,ZALORA $30 Spent Coupon,ZALORA Ecoupon Buy 1 Get 1 Scoop
23,Mon 24th Apr 2017,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,26.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.0,-15.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,234.0,60.0,0.0,208.0,90.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,60.0,0.0,26.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,26.0,90.0,0.0,0.0,0.0,0.0,0.0,104.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,75.0,30.0,0.0,0.0,0.0,0.0,0.0
24,Tue 25th Apr 2017,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,30.0,26.0,0.0,0.0,0.0,10.0,0.0,104.0,60.0,0.0,0.0,30.0,0.0,0.0,0.0,-13.0,-15.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,130.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,30.0,0.0,52.0,0.0,0.0,0.0,52.0,30.0,0.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,30.0,6.0,0.0,52.0,0.0,0.0,0.0
25,Wed 26th Apr 2017,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,26.0,20.0,80.0,156.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,-130.0,-30.0,0.0,0.0,0.0,0.0,-24.0,0.0,0.0,0.0,0.0,0.0,130.0,30.0,0.0,260.0,90.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,30.0,0.0,52.0,0.0,0.0,0.0,52.0,30.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,26.0,30.0,0.0,0.0,78.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,60.0,8.0,80.0,18.0,0.0,0.0,0.0,0.0,0.0
26,Thu 27th Apr 2017,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,50.33333,0.0,40.0,180.33333,30.0,0.0,24.33333,0.0,0.0,0.0,0.0,-52.0,-30.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,104.0,30.0,0.0,286.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,128.33333,60.0,0.0,76.33333,0.0,0.0,0.0,154.33333,90.0,0.0,0.0,0.0,0.0,26.0,30.0,0.0,52.0,0.0,0.0,0.0,312.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,30.0,0.0,85.0,6.0,0.0,52.0,90.0,0.0,0.0
27,Fri 28th Apr 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,30.0,0.0,182.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,260.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,26.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,120.0,6.0,0.0,156.0,0.0,0.0,0.0
28,Sat 29th Apr 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,40.0,130.0,30.0,0.0,26.0,0.0,0.0,0.0,0.0,-91.0,-30.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,208.0,60.0,0.0,130.0,90.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,30.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,338.0,90.0,0.0,0.0,0.0,0.0,0.0,80.0,78.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,52.0,0.0,24.0,55.0,30.0,0.0,182.0,0.0,0.0,0.0
29,Sun 30th Apr 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Mon 1st May 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,182.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,200.0,26.0,90.0,0.0,26.0,0.0,0.0,0.0,-80.0,-65.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,130.0,30.0,80.0,104.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,104.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,160.0,104.0,0.0,64.0,55.0,18.0,40.0,52.0,30.0,0.0,0.0
31,Tue 2nd May 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,182.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,208.0,0.0,0.0,26.0,0.0,0.0,0.0,-40.0,-39.0,-15.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,40.0,104.0,0.0,40.0,234.0,30.0,0.0,102.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,40.0,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,40.0,78.0,30.0,32.0,75.0,12.0,80.0,26.0,0.0,0.0,0.0
32,Wed 3rd May 2017,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,-130.0,-30.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,130.0,60.0,40.0,156.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,40.0,78.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,40.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,156.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,7.0,40.0,156.0,0.0,8.0,100.0,24.0,0.0,78.0,60.0,0.0,0.0
33,Thu 4th May 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,52.0,20.0,0.0,156.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,-91.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,130.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,30.0,40.0,104.0,60.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,78.0,30.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,104.0,0.0,8.0,30.0,12.0,0.0,78.0,0.0,0.0,0.0
34,Fri 5th May 2017,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.0,-15.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,60.0,0.0,52.0,90.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,120.0,234.0,90.0,0.0,26.0,0.0,0.0,0.0,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,8.0,75.0,6.0,0.0,26.0,0.0,0.0,0.0
35,Sat 6th May 2017,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,90.0,0.0,0.0,0.0,104.0,30.0,0.0,78.0,0.0,120.0,52.0,0.0,0.0,26.0,0.0,0.0,0.0,-40.0,-39.0,-30.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,40.0,52.0,150.0,40.0,208.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,156.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,104.0,30.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,16.0,90.0,18.0,0.0,104.0,0.0,0.0,0.0
36,Sun 7th May 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Mon 8th May 2017,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,312.0,0.0,-65.0,0.0,0.0,0.0,30.0,0.0,130.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-143.0,-15.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,68.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,60.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,208.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,16.0,75.0,12.0,0.0,78.0,90.0,0.0,0.0
38,Tue 9th May 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,-78.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,260.0,60.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,78.0,60.0,0.0,0.0,0.0,0.0,0.0,208.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,6.0,0.0,78.0,0.0,0.0,0.0
39,Wed 10th May 2017,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130.0,0.0,0.0,52.0,60.0,0.0,78.0,0.0,0.0,0.0,90.0,0.0,26.0,0.0,0.0,0.0,0.0,-156.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,30.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,182.0,90.0,40.0,234.0,30.0,0.0,0.0,52.0,30.0,0.0,0.0,0.0,0.0,130.0,90.0,0.0,0.0,0.0,0.0,40.0,260.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,32.0,80.0,42.0,0.0,208.0,60.0,0.0,0.0
40,Thu 11th May 2017,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-234.0,0.0,30.0,0.0,30.0,0.0,182.0,0.0,0.0,52.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,-286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,60.0,80.0,338.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,40.0,130.0,60.0,0.0,0.0,0.0,0.0,120.0,364.0,30.0,0.0,0.0,0.0,0.0,0.0,80.0,338.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,80.0,52.0,30.0,24.0,120.0,12.0,0.0,130.0,0.0,0.0,0.0
41,Fri 12th May 2017,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.0,0.0,0.0,52.0,0.0,0.0,104.0,0.0,0.0,312.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,-247.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,286.0,90.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,40.0,286.0,60.0,0.0,0.0,0.0,0.0,0.0,494.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,95.0,24.0,0.0,260.0,30.0,0.0,0.0
42,Sat 13th May 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.0,0.0,0.0,0.0,90.0,0.0,26.0,0.0,40.0,156.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,-156.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,286.0,180.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,80.0,54.0,0.0,0.0,30.0,0.0,0.0
43,Sun 14th May 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Mon 15th May 2017,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,10.0,0.0,52.0,120.0,0.0,0.0,0.0,0.0,0.0,-20.0,-78.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,60.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,52.0,90.0,0.0,0.0,0.0,0.0,0.0,208.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,60.0,0.0,0.0,0.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,24.0,0.0,0.0,0.0,0.0,0.0
45,Tue 16th May 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,28.33333,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,104.0,0.0,40.0,26.0,0.0,0.0,0.0,0.0,-91.0,0.0,-240.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,26.0,58.33333,40.0,0.0,28.33333,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.33333,40.0,52.0,0.0,0.0,0.0,130.0,30.0,0.0,0.0,0.0,0.0,130.0,30.0,40.0,0.0,28.33333,0.0,0.0,286.0,28.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,55.0,12.0,0.0,26.0,0.0,0.0,0.0
46,Wed 17th May 2017,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,40.0,156.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0,0.0,-480.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,120.0,104.0,30.0,40.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,40.0,130.0,0.0,0.0,104.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,40.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,150.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,26.0,0.0,0.0,55.0,36.0,40.0,0.0,0.0,0.0,0.0
47,Thu 18th May 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,104.0,10.0,0.0,104.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.0,-15.0,0.0,0.0,0.0,0.0,-3.0,0.0,104.0,30.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,120.0,0.0,104.0,30.0,20.0,0.0,78.0,30.0,0.0,0.0,0.0,0.0,182.0,30.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,36.0,0.0,26.0,0.0,0.0,0.0
48,Fri 19th May 2017,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,26.0,0.0,0.0,104.0,10.0,0.0,0.0,30.0,0.0,26.0,0.0,0.0,0.0,0.0,-65.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,90.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,150.0,0.0,78.0,150.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,0.0,52.0,30.0,0.0,0.0,0.0,0.0,0.0,130.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,35.0,30.0,0.0,0.0,0.0,0.0,0.0
